teks_keluhan_awam|teks_laporan_teknisi|kategori_aset|severity|root_cause|jenis_kerusakan|biaya_perbaikan
Meja kerja di Gedung E Lantai 6 Zona Tengah, merek Generic, mengalami kebocoran yang cukup parah|Inspeksi menunjukkan bahwa kebocoran pada meja kerja Generic di Gedung E Lantai 6 Zona Tengah disebabkan oleh kualitas material yang tidak memadai|Meja kerja|Berat|Kualitas material|Kebocoran|2705000
Meja kerja Generic yang terletak di Gedung E Lantai 6 Zona Tengah mengalami kerusakan berat karena kebocoran|Laporan teknisi menunjukkan bahwa kebocoran pada meja kerja Generic di lokasi tersebut disebabkan oleh kualitas material yang buruk, sehingga memerlukan perbaikan segera|Meja kerja|Berat|Kualitas material|Kebocoran|2705000
Gedung Utama Lantai 1 Zona Tengah ada masalah dengan fasade gedung merek lokal, aliran listrik terlalu lemah|Laporan teknisi: Fasade gedung merek lokal di Gedung Utama Lantai 1 Zona Tengah mengalami aliran lemah karena tegangan tidak stabil|Civil|Berat|Tegangan tidak stabil|Aliran lemah|2329000
Listrik di Gedung Utama Lantai 1 Zona Tengah tidak stabil, fasade gedung merek lokal jadi kurang berfungsi|Teknisi melaporkan bahwa fasade gedung merek lokal di Gedung Utama Lantai 1 Zona Tengah mengalami kerusakan karena aliran listrik yang lemah|Civil|Berat|Tegangan tidak stabil|Aliran lemah|2329000
Gedung Utama Lantai 1 Zona Tengah mengalami masalah dengan fasade gedung merek lokal, terutama aliran listrik yang lemah|Laporan teknisi menunjukkan bahwa fasade gedung merek lokal di Gedung Utama Lantai 1 Zona Tengah memerlukan perbaikan karena tegangan listrik yang tidak stabil|Civil|Berat|Tegangan tidak stabil|Aliran lemah|2329000
AC Split Sharp di Gedung Utama Lantai 10 Zona Timur mengeluarkan bunyi aneh saat dinyalakan|Setelah melakukan inspeksi, ditemukan bahwa bunyi abnormal tersebut disebabkan oleh human error saat pemasangan unit indoor|Mechanical|Ringan|Human error|Bunyi abnormal|334000
Bunyi mengganggu dari AC Split Sharp di Gedung Utama Lantai 10 Zona Timur membuat kami tidak nyaman|Teknisi menemukan bahwa penyebabnya adalah kesalahan manusia saat melakukan perawatan rutin, sehingga menyebabkan bunyi abnormal|Mechanical|Ringan|Human error|Bunyi abnormal|334000
Saat menggunakan AC Split Sharp di Gedung Utama Lantai 10 Zona Timur, terdengar suara berdecit yang tidak biasa|Setelah melakukan analisis, teknisi menyimpulkan bahwa human error saat instalasi menyebabkan kerusakan pada unit, sehingga menghasilkan bunyi abnormal|Mechanical|Ringan|Human error|Bunyi abnormal|334000
AC Split Samsung di Gedung E Lantai 3 Zona Timur tiba-tiba mati|AC Split Samsung di Gedung E Lantai 3 Zona Timur mengalami kerusakan karena kelembaban tinggi sehingga menyebabkan mati mendadak|Mechanical|Fatal|Kelembaban tinggi|Mati mendadak|27810000
AC Split Samsung di kantor Gedung E Lantai 3 Zona Timur tidak bisa nyala lagi|Setelah dilakukan pemeriksaan, ditemukan bahwa AC Split Samsung di Gedung E Lantai 3 Zona Timur mengalami kerusakan akibat kelembaban tinggi yang menyebabkan komponen internal rusak|Mechanical|Fatal|Kelembaban tinggi|Mati mendadak|27810000
Laporan kerusakan AC Split Samsung Gedung E Lantai 3 Zona Timur karena tidak dapat digunakan|Teknisi menemukan bahwa kelembaban tinggi di ruangan Gedung E Lantai 3 Zona Timur menyebabkan AC Split Samsung mengalami kerusakan fatal sehingga perlu perbaikan segera|Mechanical|Fatal|Kelembaban tinggi|Mati mendadak|27810000
WI-FI di Gedung Utama Lantai 16 Zona Timur sering putus-putus|Koneksi WI-FI Generic di Gedung Utama Lantai 16 Zona Timur mengalami gangguan tekanan tidak stabil|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Saya mengalami kesulitan mengakses internet di Gedung Utama Lantai 16 Zona Timur karena WI-FI Generic sering hilang sinyal|Pemeriksaan menunjukkan bahwa WI-FI Generic di Gedung Utama Lantai 16 Zona Timur mengalami tekanan tidak stabil|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000
Koneksi internet di Gedung Utama Lantai 16 Zona Timur sering terputus karena masalah dengan WI-FI Generic, tolong diperbaiki segera|Laporan teknisi menunjukkan bahwa WI-FI Generic di Gedung Utama Lantai 16 Zona Timur mengalami kerusakan akibat tekanan tidak stabil|Sistem Telekomunikasi Gedung|Sedang|Aus normal|Tekanan tidak stabil|1564000Sistem kabel di Gedung A Lantai 15 Zona Barat tiba-tiba tidak berfungsi dengan baik|Sistem instalasi kabel merek import di Gedung A Lantai 15 Zona Barat mengalami penurunan performa karena aus normal|Electrical - Wiring System (Sistem Instalasi Kabel) - Import|Berat|Aus normal|Performa menurun|7488000
Saya menemukan masalah dengan kabel listrik di kantor saya di Gedung A Lantai 15 Zona Barat, merek import yang digunakan tidak berfungsi dengan baik|Setelah melakukan pengecekan, ditemukan bahwa sistem instalasi kabel merek import di Gedung A Lantai 15 Zona Barat mengalami kerusakan karena aus normal|Electrical - Wiring System (Sistem Instalasi Kabel) - Import|Berat|Aus normal|Performa menurun|7488000
Kabel listrik di Gedung A Lantai 15 Zona Barat tiba-tiba mengalami gangguan, merek import yang digunakan tidak berfungsi dengan baik|Setelah melakukan analisis, ditemukan bahwa sistem instalasi kabel merek import di Gedung A Lantai 15 Zona Barat mengalami penurunan performa karena aus normal|Electrical - Wiring System (Sistem Instalasi Kabel) - Import|Berat|Aus normal|Performa menurun|7488000
Lampu downlight di Gedung B Lantik 6 Zona Timur makin redup, ini merek impor, sudah tidak terang seperti dulu.|Observasi di Gedung B Lantai 6 Zona Timur menunjukkan penurunan intensitas cahaya signifikan pada unit Lampu LED Downlight merek Import. Analisis menunjukkan performa menurun akibat aus normal.|Electrical: Lampu LED Downlight (Import)|Berat|Aus normal|Performa menurun|7488000
Tolong cek lampu LED di Gedung B lantai 6, khususnya di Zona Timur. Cahayanya sudah sangat lemah, padahal ini lampu impor yang mahal.|Pemeriksaan rutin pada Lampu LED Downlight Import di Gedung B Lantai 6 Zona Timur mengindikasikan degradasi performa. Cahaya yang dihasilkan jauh di bawah standar, konsisten dengan gejala aus normal pada komponen internal.|Electrical: Lampu LED Downlight (Import)|Berat|Aus normal|Performa menurun|7488000
Lampu downlight merek Import di area Gedung B Lantai 6 Zona Timur terlihat sangat meredup, perlu segera diganti atau diperbaiki.|Ditemukan bahwa beberapa unit Lampu LED Downlight merek Import di Gedung B Lantai 6 Zona Timur mengalami penurunan performa output cahaya. Kondisi ini dikategorikan sebagai kerusakan akibat aus normal pada komponen LED.|Electrical: Lampu LED Downlight (Import)|Berat|Aus normal|Performa menurun|7488000
AC Daikin di Gedung C Lantai 4 Zona Tengah tiba-tiba mati total dan tercium bau gosong sedikit. Sepertinya ada masalah listrik.|Investigasi pada unit AC Cassette Daikin di Gedung C Lantai 4 Zona Tengah menunjukkan adanya indikasi korsleting pada komponen internal. Diduga kuat akibat degradasi isolasi kabel karena usia pakai unit yang sudah tua.|Mechanical (Tipe: AC Cassette, Merek: Daikin)|Sedang|Usia pakai|Korsleting|1111000
Unit AC Daikin di Gedung C Lantai 4 Zona Tengah tidak bisa dinyalakan. Saat dicoba, langsung mati lagi seperti ada arus pendek.|Pemeriksaan AC Cassette Daikin di Gedung C Lantai 4 Zona Tengah menemukan kerusakan pada sirkuit kelistrikan. Terjadi korsleting yang disebabkan oleh keausan komponen akibat usia pakai yang sudah melampaui batas normal.|Mechanical (Tipe: AC Cassette, Merek: Daikin)|Sedang|Usia pakai|Korsleting|1111000
Ada percikan api kecil dan bau hangus dari AC Daikin di Gedung C Lantai 4 Zona Tengah sebelum akhirnya mati. Mohon segera diperiksa.|Ditemukan bukti korsleting pada modul kontrol AC Cassette Daikin di Gedung C Lantai 4 Zona Tengah. Analisis menunjukkan bahwa masalah ini timbul akibat usia pakai komponen yang sudah sangat tua dan memerlukan penggantian.|Mechanical (Tipe: AC Cassette, Merek: Daikin)|Sedang|Usia pakai|Korsleting|1111000
Meja kerja merek lokal di Gedung D Lantai 2 Zona Selatan tiba-tiba mati total, ada bau gosong.|Investigasi di Gedung D Lantai 2 Zona Selatan pada meja kerja merek lokal menunjukkan adanya korsleting akibat kelembaban tinggi di area tersebut.|Arsitektur - Meja kerja merek lokal|Berat|Kelembaban tinggi|Korsleting|2580000
Tolong segera cek meja kerja saya di Gedung D Lantai 2 Zona Selatan, sepertinya ada masalah listrik, sudah tidak bisa dipakai.|Ditemukan kerusakan parah berupa korsleting pada sistem kelistrikan meja kerja merek lokal di Gedung D Lantai 2 Zona Selatan, penyebab utama adalah kelembaban lingkungan yang ekstrem.|Arsitektur - Meja kerja merek lokal|Berat|Kelembaban tinggi|Korsleting|2580000
Ada percikan api kecil dari bawah meja kerja merek lokal di Gedung D Lantai 2 Zona Selatan, ini sangat berbahaya!|Pemeriksaan mendalam pada meja kerja merek lokal di Gedung D Lantai 2 Zona Selatan mengonfirmasi korsleting listrik yang dipicu oleh tingkat kelembaban tinggi di lokasi. Perlu penanganan segera.|Arsitektur - Meja kerja merek lokal|Berat|Kelembaban tinggi|Korsleting|2580000
Ada bau aneh dan percikan kecil di sekitar dinding tembok merek lokal di Gedung A Lantai 2 Zona Utara. Mungkin ada korsleting ringan.|Verifikasi laporan korsleting ringan pada instalasi dinding tembok masonry merek lokal di Gedung A Lantai 2 Zona Utara. Penyebab teridentifikasi korosi pada kabel.|Civil_Dinding Tembok_Lokal|Ringan|Korosi|Korsleting|162000
Permisi, di Gedung A Lantai 2 Zona Utara, dinding tembok buatan lokal kami sepertinya ada masalah listrik, kadang mati sendiri sebentar.|Investigasi gangguan listrik intermiten pada dinding tembok lokal di Gedung A Lantai 2 Zona Utara. Ditemukan korsleting minor akibat korosi pada sambungan.|Civil_Dinding Tembok_Lokal|Ringan|Korosi|Korsleting|162000
Di Gedung A Lantai 2 Zona Utara, saya lihat ada tanda-tanda kerusakan listrik kecil di dinding tembok merek lokal. Ada noda hitam sedikit.|Pengecekan visual pada dinding tembok masonry merek lokal di Gedung A Lantai 2 Zona Utara menunjukkan tanda korsleting ringan. Akar masalah adalah korosi pada material.|Civil_Dinding Tembok_Lokal|Ringan|Korosi|Korsleting|162000
Kursi Import di Gedung C Lantai 6 Zona Selatan ini kok aneh ya, kadang panas sekali, kadang dingin sekali. Tidak nyaman.|Ditemukan fluktuasi suhu ekstrem pada material kursi Import di Gedung C Lantai 6 Zona Selatan. Indikasi awal disebabkan oleh pengaturan suhu ruangan yang tidak konsisten akibat kesalahan operasional.|Arsitektur (Kursi Import)|Ringan|Human error|Suhu tidak stabil|291000
Tolong cek kursi Import yang ada di Gedung C Lantai 6 Zona Selatan. Permukaan kursinya sering terasa tidak stabil suhunya, kadang terlalu hangat, kadang dingin sekali.|Laporan keluhan suhu tidak stabil pada kursi Import di Gedung C Lantai 6 Zona Selatan telah diverifikasi. Kerusakan material minor akibat paparan suhu ekstrem yang berubah-ubah, ditengarai akibat kesalahan pengguna dalam mengoperasikan AC.|Arsitektur (Kursi Import)|Ringan|Human error|Suhu tidak stabil|291000
Kursi-kursi Import di area Gedung C Lantai 6 Zona Selatan ini materialnya jadi cepat rusak dan tidak nyaman karena perubahan suhu yang drastis.|Inspeksi rutin menemukan adanya degradasi material pada beberapa kursi Import di Gedung C Lantai 6 Zona Selatan. Analisis menunjukkan bahwa perubahan suhu yang drastis akibat kelalaian operasional menjadi penyebab utama ketidakstabilan suhu pada aset.|Arsitektur (Kursi Import)|Ringan|Human error|Suhu tidak stabil|291000
Pintu besi di Gedung E Lantai 6 Zona Utara ini bocor parah setiap hujan, air masuk terus. Ini pintu merk lokal kan? Parah sekali.|Ditemukan kebocoran signifikan pada pintu besi merek lokal di Gedung E Lantai 6 Zona Utara. Indikasi kuat masalah pada kualitas material pintu.|Arsitektur - Pintu Besi Lokal|Berat|Kualitas material|Kebocoran|2705000
Tolong cek pintu di Gedung E Lantai 6 Zona Utara. Ada rembesan air dari kusennya, sepertinya pintu besi lokal ini materialnya jelek sekali.|Pintu besi lokal di Gedung E Lantai 6 Zona Utara mengalami kebocoran. Setelah diperiksa, penyebab utamanya adalah kualitas material yang tidak standar.|Arsitektur - Pintu Besi Lokal|Berat|Kualitas material|Kebocoran|2705000
Pintu besi di Gedung E Lantai 6 Zona Utara tidak bisa menahan air hujan, bocor di banyak titik. Ini pintu lokal yang dipasang waktu itu ya?|Laporan kebocoran pada pintu besi merek lokal di Gedung E Lantai 6 Zona Utara telah diverifikasi. Kerusakan berupa kebocoran akibat material yang buruk.|Arsitektur - Pintu Besi Lokal|Berat|Kualitas material|Kebocoran|2705000
Lantai granit di Gedung A Lantai 14 Zona Tengah ini kok bunyi aneh ya kalau diinjak? Padahal ini granit import.|Ditemukan bunyi abnormal pada lantai granit merek Import di Gedung A Lantai 14 Zona Tengah. Indikasi kerusakan fatal akibat usia pakai material.|Civil (Lantai Granit Import)|Fatal|Usia pakai|Bunyi abnormal|24284000
Ada suara 'krek-krek' dari lantai granit di area tengah Lantai 14 Gedung A. Ini granit impor lho, kok bisa gini?|Hasil pemeriksaan menunjukkan bunyi abnormal yang parah pada instalasi lantai granit Import di Gedung A Lantai 14 Zona Tengah. Kerusakan diklasifikasikan fatal, diduga kuat karena usia pakai.|Civil (Lantai Granit Import)|Fatal|Usia pakai|Bunyi abnormal|24284000
Saya dengar suara tak wajar dari lantai granit di Gedung A, tepatnya di Lantai 14 Zona Tengah. Ini kan lantai granit import yang mahal, kenapa jadi begini?|Laporan keluhan awam mengenai bunyi abnormal pada lantai granit Import di Gedung A Lantai 14 Zona Tengah telah divalidasi. Kondisi fatal memerlukan perbaikan segera, penyebab utama adalah degradasi material akibat usia pakai.|Civil (Lantai Granit Import)|Fatal|Usia pakai|Bunyi abnormal|24284000
AC Daikin di Lantai 6 Zona Barat Gedung Utama tidak dingin dan berisik sekali.|Unit AC Cassette Daikin di Gedung Utama Lantai 6 Zona Barat mengalami penurunan performa pendinginan signifikan disertai suara bising gesekan. Indikasi kuat adanya keausan komponen internal akibat minimnya perawatan berkala.|Mechanical - AC Cassette Daikin|Berat|Kurang perawatan|Aus/abrasi|6613000
AC Daikin di Gedung Utama, tepatnya Lantai 6 Zona Barat, udaranya sudah tidak sejuk dan sering mati sendiri.|Pengecekan pada AC Cassette merek Daikin di Gedung Utama Lantai 6 Zona Barat menunjukkan adanya kerusakan parah pada kompresor dan bagian moving parts lainnya. Diduga kuat terjadi keausan ekstrem karena jadwal perawatan tidak terpenuhi.|Mechanical - AC Cassette Daikin|Berat|Kurang perawatan|Aus/abrasi|6613000
Tolong periksa AC Daikin di Lantai 6 Zona Barat Gedung Utama, sudah tidak dingin dan suaranya aneh, seperti ada yang bergesekan.|Ditemukan kerusakan serius pada unit AC Cassette Daikin di Gedung Utama Lantai 6 Zona Barat, terutama pada impeller dan bearing yang menunjukkan tanda-tanda keausan dan abrasi yang parah. Ini adalah dampak langsung dari kurangnya program perawatan preventif.|Mechanical - AC Cassette Daikin|Berat|Kurang perawatan|Aus/abrasi|6613000
Genset Caterpillar di Gedung E Lantai 3 Zona Barat terlihat kusam dan ada bercak-bercak aneh di permukaannya.|Pengecekan genset diesel merek Caterpillar di lokasi Gedung E Lantai 3 Zona Barat menunjukkan adanya korosi yang menyebabkan tampilan fisiknya rusak.|Mechanical - Genset Diesel - Caterpillar|Ringan|Korosi|Tampilan rusak|156000
Ada masalah dengan penampilan genset di Gedung E Lantai 3 Zona Barat, seperti catnya mengelupas atau berkarat.|Unit genset Caterpillar di Gedung E Lantai 3 Zona Barat mengalami kerusakan tampilan akibat korosi ringan.|Mechanical - Genset Diesel - Caterpillar|Ringan|Korosi|Tampilan rusak|156000
Permukaan genset Caterpillar yang ada di Gedung E Lantai 3 Zona Barat terlihat tidak terawat, ada noda karat.|Ditemukan indikasi korosi pada casing genset diesel Caterpillar di Gedung E Lantai 3 Zona Barat, menyebabkan tampilan visualnya rusak.|Mechanical - Genset Diesel - Caterpillar|Ringan|Korosi|Tampilan rusak|156000
AC Samsung di Gedung Utama Lantai 13 Zona Timur berbunyi sangat aneh, seperti ada yang bergesekan keras sekali.|Ditemukan bunyi abnormal parah pada unit AC Split Samsung di Gedung Utama Lantai 13 Zona Timur. Investigasi awal mengindikasikan kelembaban tinggi sebagai penyebab utama, berpotensi merusak komponen vital.|Mechanical (AC Split, Samsung)|Fatal|Kelembaban tinggi|Bunyi abnormal|39414000
Tolong segera cek AC Samsung di Gedung Utama Lantai 13 Zona Timur, suaranya bising sekali dan tidak seperti biasanya. Sangat mengganggu.|Pemeriksaan unit AC Samsung di Gedung Utama Lantai 13 Zona Timur mengkonfirmasi adanya bunyi abnormal yang fatal. Analisis lingkungan menunjukkan kelembaban tinggi berkontribusi pada kerusakan komponen internal.|Mechanical (AC Split, Samsung)|Fatal|Kelembaban tinggi|Bunyi abnormal|39414000
Ada suara mendesing keras dari AC Samsung di Gedung Utama Lantai 13 Zona Timur. Saya khawatir ada kerusakan serius karena suaranya tidak pernah seburuk ini.|Bunyi abnormal tingkat fatal terdeteksi pada AC Split merek Samsung yang berlokasi di Gedung Utama Lantai 13 Zona Timur. Penyebab utama diidentifikasi sebagai kelembaban tinggi yang menyebabkan kerusakan mekanis.|Mechanical (AC Split, Samsung)|Fatal|Kelembaban tinggi|Bunyi abnormal|39414000
AC di Gedung A Lantai 11 Zona Timur tiba-tiba mati total, padahal tadi masih dingin. Ini merek Import.|Unit FCU merek Import di Gedung A Lantai 11 Zona Timur ditemukan mati mendadak. Investigasi awal menunjukkan adanya anomali suhu dan kelembaban ekstrem di sekitar unit, mengindikasikan faktor lingkungan sebagai penyebab utama.|Mechanical - FCU (Merek Import)|Sedang|Faktor lingkungan|Mati mendadak|1328000
AC di ruang kerja saya di Gedung A Lantai 11 Zona Timur mati mendadak. Ini AC merek Import, baru kemarin dicek.|Pemeriksaan FCU merek Import di Gedung A Lantai 11 Zona Timur mengonfirmasi kerusakan mati mendadak. Diduga kuat fluktuasi kondisi lingkungan yang tidak stabil memicu kegagalan sistem.|Mechanical - FCU (Merek Import)|Sedang|Faktor lingkungan|Mati mendadak|1328000
Tolong cek AC di Gedung A Lantai 11 Zona Timur, yang merek Import. Sekarang mati total dan tidak bisa dinyalakan.|Unit FCU merek Import di Gedung A Lantai 11 Zona Timur mengalami mati mendadak. Analisis menunjukkan bahwa perubahan drastis pada faktor lingkungan seperti suhu dan kelembaban ekstrem menyebabkan sistem tidak berfungsi.|Mechanical - FCU (Merek Import)|Sedang|Faktor lingkungan|Mati mendadak|1328000
Ada bau gosong dari area plafon di Gedung B Lantai 10 Zona Timur, sepertinya ada masalah listrik.|Ditemukan indikasi korsleting pada instalasi plafon di Gedung B Lantai 10 Zona Timur akibat komponen yang sudah tua.|Arsitektur - Plafon|Ringan|Usia pakai|Korsleting|89000
Plafon di Gedung B Lantai 10 Zona Timur tadi sempat mengeluarkan percikan api kecil, tolong segera dicek.|Verifikasi korsleting pada jaringan listrik plafon di Gedung B Lantai 10 Zona Timur. Diduga karena keausan komponen.|Arsitektur - Plafon|Ringan|Usia pakai|Korsleting|89000
Lampu di plafon Gedung B Lantai 10 Zona Timur sering mati hidup sendiri, kadang ada bau aneh.|Penyebab korsleting di sistem kelistrikan plafon Gedung B Lantai 10 Zona Timur teridentifikasi sebagai kegagalan komponen akibat umur pakai.|Arsitektur - Plafon|Ringan|Usia pakai|Korsleting|89000
Lampu indikator PABX merek lokal di Gedung B Lantai 7 Zona Utara mati, tidak menyala sama sekali.|Investigasi pada sistem PABX lokal di Gedung B Lantai 7 Zona Utara menemukan lampu mati karena usia pakai komponen. Kerusakan ringan.|Sistem Telekomunikasi Gedung (Tipe: PABX, Merek: Lokal)|Ringan|Usia pakai|Lampu mati|115000
Unit telekomunikasi di area Gedung B Lantai 7 Zona Utara lampunya mati. Ini PABX lokal kan?|Pengecekan rutin PABX merek lokal di Gedung B Lantai 7 Zona Utara mendapati lampu indikator mati. Penyebab: sudah termakan usia.|Sistem Telekomunikasi Gedung (Tipe: PABX, Merek: Lokal)|Ringan|Usia pakai|Lampu mati|115000
Tolong cek PABX di Gedung B Lantai 7 Zona Utara, lampunya tidak berfungsi. Sepertinya yang merek lokal.|Lampu pada modul PABX merek lokal di Gedung B Lantai 7 Zona Utara dilaporkan mati. Setelah diperiksa, memang karena sudah tua (usia pakai).|Sistem Telekomunikasi Gedung (Tipe: PABX, Merek: Lokal)|Ringan|Usia pakai|Lampu mati|115000
Pak, detektor asap Nohmi di Gedung B Lantai 3 Zona Tengah kok layarnya retak ya? Kayak habis kena benturan.|Melakukan pengecekan pada smoke detector Nohmi di Gedung B Lantai 3 Zona Tengah. Ditemukan kerusakan fisik pada tampilan unit akibat getaran, perlu penggantian komponen display.|Sistem Proteksi Kebakaran Aktif (Tipe: Smoke Detector, Merek: Nohmi)|Sedang|Getaran|Tampilan rusak|1965000
Tolong dicek detektor asap Nohmi yang di Gedung B Lantai 3 Zona Tengah. Bagian luarnya agak pecah-pecah.|Inspeksi unit smoke detector Nohmi di Gedung B Lantai 3 Zona Tengah menunjukkan adanya retakan pada casing display. Diperkirakan karena getaran ekstrem. Perbaikan tampilan diperlukan.|Sistem Proteksi Kebakaran Aktif (Tipe: Smoke Detector, Merek: Nohmi)|Sedang|Getaran|Tampilan rusak|1965000
Ada masalah dengan tampilan smoke detector merek Nohmi di area Gedung B Lantai 3 Zona Tengah, sepertinya ada goresan parah atau retak.|Laporan kerusakan tampilan pada detektor asap Nohmi di Gedung B Lantai 3 Zona Tengah telah dikonfirmasi. Kerusakan visual diakibatkan oleh getaran, unit display harus diganti.|Sistem Proteksi Kebakaran Aktif (Tipe: Smoke Detector, Merek: Nohmi)|Sedang|Getaran|Tampilan rusak|1965000
AC di Gedung B Lantai 10 Zona Utara kok suhunya naik turun terus ya? Kadang dingin banget, kadang panas.|Pengecekan FCU Generic di Gedung B Lantai 10 Zona Utara menemukan fluktuasi suhu signifikan. Indikasi kurangnya perawatan menyebabkan performa unit tidak stabil.|Mechanical - FCU - Generic|Sedang|Kurang perawatan|Suhu tidak stabil|1249000
Tolong dicek AC di area kerja Gedung B Lantai 10 Zona Utara. Rasanya suhu ruangan tidak konsisten, sering berubah-ubah sendiri.|Unit FCU Generic di Gedung B Lantai 10 Zona Utara mengalami kendala suhu yang tidak stabil. Analisis menunjukkan penyebab utama adalah akumulasi kotoran akibat jadwal perawatan yang terlewat.|Mechanical - FCU - Generic|Sedang|Kurang perawatan|Suhu tidak stabil|1249000
AC di bagian utara Lantai 10 Gedung B terasa aneh, suhunya tidak bisa diatur stabil. Sebentar dingin sekali, sebentar jadi hangat.|Ditemukan masalah suhu tidak stabil pada FCU Generic di Gedung B Lantai 10 Zona Utara. Kerusakan ini dikategorikan sedang dan disebabkan oleh kurangnya perawatan rutin pada unit.|Mechanical - FCU - Generic|Sedang|Kurang perawatan|Suhu tidak stabil|1249000
Ada bercak dan kusam di lantai parkir Gedung Parkir Lantai 1 Zona Utara, beton merek Import jadi jelek tampilannya.|Ditemukan kerusakan tampilan pada permukaan lantai parkir beton merek Import di Gedung Parkir Lantai 1 Zona Utara yang disebabkan oleh korosi.|Arsitektur (Lantai Parkir Beton, Merek: Import)|Sedang|Korosi|Tampilan rusak|1544000
Lantai parkir di Gedung Parkir Lantai 1 Zona Utara, yang katanya merek Import, warnanya sudah tidak rata dan ada noda.|Evaluasi menunjukkan adanya kerusakan tampilan pada lantai parkir beton merek Import di Gedung Parkir Lantai 1 Zona Utara, akar masalahnya adalah korosi.|Arsitektur (Lantai Parkir Beton, Merek: Import)|Sedang|Korosi|Tampilan rusak|1544000
Saya lihat lantai parkir di Gedung Parkir Lantai 1 Zona Utara, beton Import-nya kok jadi buram dan ada retakan kecil.|Laporan teknisi mengkonfirmasi kerusakan tampilan pada lantai parkir beton merek Import di Gedung Parkir Lantai 1 Zona Utara sebagai akibat dari korosi.|Arsitektur (Lantai Parkir Beton, Merek: Import)|Sedang|Korosi|Tampilan rusak|1544000
